Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Beae product countdown end at (product.metafields.beae.countdown),Beae product countdown start at (product.metafields.beae.countdown_from),Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Additional animation software features (product.metafields.shopify.additional-animation-software-features),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Color (product.metafields.shopify.color-pattern),Fat content (product.metafields.shopify.fat-content),License type (product.metafields.shopify.license-type),Operating system (product.metafields.shopify.operating-system),Target gender (product.metafields.shopify.target-gender),User type (product.metafields.shopify.user-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Lithuania,Price / Lithuania,Compare At Price / Lithuania,Included / International,Price / International,Compare At Price / International,Status
ortho-movement-sneaker-insole,Ortho Movement Sneaker Insole,"<p>The Ortho Movement Sneaker Insole is a high-quality, long-lasting shoe care product designed to provide superior comfort, support, and protection for your feet. Crafted with a unique polyethylene material, these insoles offer excellent shock absorption and impact resistance, reducing the risk of foot fatigue and discomfort.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Superior Shock Absorption</strong>: The insoles' unique material absorbs shocks and impacts, ensuring a comfortable walking experience.</li>
<li>
<strong>Amortization and Comfort</strong>: The insoles provide excellent amortization, reducing the risk of foot fatigue and discomfort.</li>
<li>
<strong>Easy to Fit</strong>: Simply trim the insoles to your desired size for a comfortable fit.</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>
<strong>Improved Foot Comfort</strong>: The Ortho Movement Sneaker Insole provides superior comfort and support for your feet.</li>
<li>
<strong>Long-Lasting</strong>: The insoles are designed to last, ensuring you get the most out of your shoe care investment.</li>
<li>
<strong>Easy to Use</strong>: Simply insert the insoles into your shoes for a comfortable and protected fit.</li>
</ul>
<p><strong>Why Choose Ortho Movement Sneaker Insole?</strong></p>
<p>At viskasbatams.lt, we recommend the Ortho Movement Sneaker Insole for its exceptional quality, comfort, and protection. Whether you're looking to enhance your shoe care routine or simply want to provide your feet with the best possible comfort, this insole is the perfect choice. Order now and experience the difference for yourself.</p>",Ortho Movement,Apparel & Accessories > Clothing > Socks > Sneaker Socks,"","Autumn, Basic, Insole, Ortho Movement, Spring",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,16.99,18.39,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/standard-insole-sneaker.jpg?v=1739048320,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
ortho-movement-sneaker-insole,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/sneaker-insole-standard-top.webp?v=1738511809,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ortho-movement-sneaker-insole,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/sneaker-insole-standard-under.webp?v=1738511814,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saphir-omni-nettoyant-cleaning-solution,Saphir Omni Nettoyant Cleaning Solution,"<p>Experience the art of shoe care with Saphir Omni'Nettoyant, a powerful and gentle cleaning solution designed specifically for shoes, boots, and other textile items. This effective product deeply cleans, removes dirt and stains, and restores the original appearance and texture of your shoes, leaving them looking like new.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Easy to use: simply mix with water, apply to the shoe surface, and let it work its magic</li>
<li>Gentle yet effective: suitable for a variety of shoe materials, including suede and nubuck</li>
<li>Long-lasting results: helps to maintain the quality and appearance of your shoes for longer</li>
<li>Natural ingredients: Saphir products are renowned for their high-quality and eco-friendly approach to shoe care</li>
</ul>
<p><strong>Easy to Use and Effective Results</strong></p>
<p>To use Omni'Nettoyant, simply follow these easy steps:</p>
<ol>
<li>Test a small, inconspicuous area of the fabric first.</li>
<li>Mix the solution with water in a 1:1 ratio.</li>
<li>Apply the solution to the stained area using the built-in applicator.</li>
<li>Gently work the solution into the fabric until the stain disappears.</li>
<li>Rinse with clean water to remove any remaining residue.</li>
<li>Allow the garment to air dry away from direct sunlight and heat sources.</li>
</ol>",Saphir,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Care Kits,"","Autumn, Cleaner, Saphir, Shoe Care, Spring",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,15.29,18.39,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/Omnicleaner_1200x.png-2.png?v=1735488115,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
saphir-omni-nettoyant-cleaning-solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/download_09f4638e-cd39-4cc4-b006-7a8097ca37cc.jpg?v=1739031975,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgol-round-application-brush,Burgol Round Application Brush,"<p><strong>Round Application Brush</strong></p>
<p>This high-quality brush features a rounded tip, ideal for smooth and even application of various products. Its design allows for precise control, making it perfect for delicate or intricate tasks.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Round tip for smooth and even application</li>
<li>Precise control for delicate or intricate tasks</li>
<li>Suitable for various applications, including cosmetics and art projects</li>
</ul>",Burgol,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Scrapers,"","Autumn, Brush, Burgol, Shoe Care",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,4.99,6.39,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/avalynes-kremo-aplikavimo-sepetys.jpg?v=1735488376,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
bufalo-shoe-refresher,Bufalo Shoe Refresher,"<p>Are you tired of dealing with unpleasant odors and bacteria that linger on your shoe gear? Look no further than Búfalo Antibacterial Deodorizing Spray. This powerful and long-lasting spray is specifically designed for athletes, outdoor enthusiasts, and anyone who wants to keep their clothing fresh and odor-free.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Effective against bacteria</strong>: Búfalo Antibacterial Deodorizing Spray is designed to eliminate bacteria that cause unpleasant odors.</li>
<li>
<strong>Long-lasting protection</strong>: The spray provides a long-lasting effect, ensuring that your clothing stays fresh and odor-free for a longer period.</li>
<li>
<strong>Easy to use</strong>: Simply spray the product onto the inside of your clothing or gear, and let it work its magic overnight.</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>
<strong>Fresh and clean clothing</strong>: Say goodbye to unpleasant odors and hello to fresh and clean clothing that smells great.</li>
<li>
<strong>Confidence booster</strong>: With Búfalo Antibacterial Deodorizing Spray, you can feel confident and fresh throughout the day.</li>
<li>
<strong>Perfect for outdoor enthusiasts</strong>: Whether you're a skier, hiker, or athlete, this spray is perfect for keeping your clothing and gear fresh and odor-free.</li>
</ul>
<p><strong>Product Details:</strong></p>
<ul>
<li>
<strong>Volume:</strong><span> </span>100 ml</li>
<li>
<strong>Easy to use</strong>: Simply spray the product onto the inside of your clothing or gear, and let it work its magic overnight.</li>
</ul>",Bufalo,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Treatments & Dyes > Shoe Treatments,"","Bufalo, Deodorant, Shoe Care, Spring, summer",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,5.99,7.59,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/bufalo-active-fresh.jpg_qts_1721294470.pagespeed.ce.Q6jDI-kgMI.jpg?v=1739042962,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
ugg-protector,UGG Protector,"<p>Elevate the lifespan of your UGG shoes with our UGG Protector, a cutting-edge shoe care product designed to repel water and stains. This innovative solution creates a breathable barrier that shields your beloved UGG shoes, boots, and slippers from the harsh effects of moisture and dirt.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Water-repellent</strong>: Effectively prevents water and stains from penetrating the surface of your UGG shoes.</li>
<li>
<strong>Breathable</strong>: Allows for airflow and moisture transfer, ensuring your shoes stay dry and comfortable.</li>
<li>
<strong>Non-toxic</strong>: Made from biodegradable and animal-free ingredients, making it safe for use around pets and children.</li>
<li>
<strong>Easy to apply</strong>: Simply wipe off excess dirt and apply the UGG Protector before or after use.</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>
<strong>Protects against stains</strong>: Safeguards your UGG shoes from unsightly stains and spills.</li>
<li>
<strong>Extends lifespan</strong>: Helps maintain the quality and appearance of your UGG shoes for a longer period.</li>
<li>
<strong>Easy maintenance</strong>: Reduces the need for frequent cleaning and conditioning.</li>
</ul>
<p><strong>Usage Tips:</strong></p>
<ul>
<li>Before applying the UGG Protector, clean your shoes with a UGG-approved cleaner and conditioner.</li>
<li>Apply a small amount of the protector to a soft cloth and gently rub it onto the surface of your shoes.</li>
<li>Allow the product to dry completely before wearing or storing your shoes.</li>
</ul>
<p>By incorporating the UGG Protector into your shoe care routine, you'll be able to enjoy your favorite UGG shoes for years to come. Order now and discover the convenience and protection it offers!</p>
<p> </p>",UGG,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Treatments & Dyes > Shoe Treatments,"","Autumn, Protect, Repel, Shoe Care, UGG, Winter",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,24.99,27.99,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/ugg-protector-177-ml-impregnantas-batams-1017848.jpg?v=1735486548,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
bufalo-shoe-oil,Búfalo Shoe Oil,"<p>Revitalize your leather shoes with our premium Buffalo shoe oil. This nourishing treatment is designed to restore color, protect, and soften your leather goods. Our formula combines moisturizing and elasticizing properties to keep your shoes looking their best.</p>
<p><strong>Key Benefits:</strong></p>
<ul>
<li>Restores color and vibrancy to your leather shoes</li>
<li>Provides long-lasting protection against dryness and cracking</li>
<li>Softens and conditions leather for a supple finish</li>
<li>Suitable for natural leather care</li>
<li>Compatible with various colored leather products</li>
</ul>
<p><strong>Easy to Use:</strong></p>
<p>Apply the balm to a clean, dry leather surface using the included applicator. Gently massage the product into the leather to ensure even distribution.</p>
<p><strong>Product Details:</strong></p>
<ul>
<li>Volume: 75 ml</li>
<li>Perfect for revitalizing your leather shoes, bags, or accessories</li>
</ul>",Bufalo,Home & Garden > Household Supplies > Shoe Care & Tools,"","Autumn, Protect, Repel, Shoe Care, Winter",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,4.99,5.99,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/batu-tepalas-bufalo-bespalvis.jpg?v=1735486851,1,"",false,,,,,,,,,,,,,,,,,,,'1,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
bufalo-shoe-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/download.jpg?v=1738851410,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr-martens-shoe-care-kit,Dr. Martens Shoe Care Kit,"<p>Protect and maintain your Dr. Martens shoes with our comprehensive shoe care kit. This kit is designed to provide your shoes with the best possible care, ensuring they remain durable, comfortable, and look their best.</p>
<p>The kit includes:</p>
<ul>
<li>
<strong>Wonder Balsam 100ml</strong>: A nourishing balm that moisturizes and protects the leather, keeping it soft and supple.</li>
<li>
<strong>Dr. Martens Ultra Protector 100ml</strong>: A water-repellent impregnator that protects your shoes from water, snow, and other harsh elements.</li>
<li>
<strong>Dr. Martens Shoe Freshener 100ml</strong>: A refreshing spray that eliminates odors and leaves a pleasant scent.</li>
<li>
<strong>Cleaning cloth</strong>: A soft, absorbent cloth for easy cleaning and maintenance.</li>
</ul>
<p>Our shoe care kit is suitable for all types of leather, including natural, synthetic, and suede. Regular use will help to extend the life of your shoes, keep them looking their best, and prevent damage from the elements.</p>
<p><strong>Key Benefits:</strong></p>
<ul>
<li>Protects your shoes from water, snow, and other harsh elements</li>
<li>Moisturizes and softens the leather</li>
<li>Eliminates odors and leaves a pleasant scent</li>
<li>Easy to use and maintain</li>
</ul>
<p><strong>Order now and keep your Dr. Martens shoes looking their best!</strong></p>",Dr. Martens,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Care Kits,"","Dr. Martens, Kit, Shoe Care, summer",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,38.99,43.99,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/dr-martens-kit-3-ac775000.jpg?v=1735487222,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
dr-martens-shoe-care-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/AC775000.81.webp?v=1738512129,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr-martens-shoe-care-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/AC775000.82.webp?v=1738512136,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr-martens-shoe-brush,Dr. Martens Shoe Brush,"<p>Keep your Dr. Martens shoes looking their best with our Shoe Brush, specifically designed for cleaning and maintaining your beloved footwear. Made from natural bristles and wood, this brush is perfect for gently removing dirt and grime from your shoes.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Made from natural bristles and wood</li>
<li>Gentle on shoes, effective at removing dirt and grime</li>
<li>Perfect for cleaning Dr. Martens shoes</li>
<li>Easy to use and maintain</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>Keep your shoes looking new for longer</li>
<li>Prevent dirt and grime from building up</li>
<li>Make cleaning easier and more efficient</li>
<li>Extend the lifespan of your shoes</li>
</ul>
<p>By using our Dr. Martens Shoe Brush, you can enjoy peace of mind knowing that your shoes are being properly cared for. Order now and keep your shoes looking their best for years to come.</p>
<p> </p>",Dr. Martens,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Brushes,"","Autumn, Brush, Dr. Martens, Shoe Care, Winter",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,11.99,12.99,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/dr-martens-shoe-brush-batu-valymo-sepetys-ac777000.jpg?v=1735486296,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
dr-martens-shoe-brush,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/AC776000.webp?v=1738512003,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ugg-care-kit,UGG Care Kit,"<p><strong>Protect and Revitalize Your UGG Shoes with Our Comprehensive Care Kit</strong></p>
<p>The UGG Care Kit is a specially designed shoe care solution for maintaining the quality and appearance of your UGG shoes. This comprehensive kit includes a natural-based cleaner and conditioner that effectively removes dirt, stains, and odors, while rejuvenating the softness and suppleness of your UGG sheepskin.</p>
<p><strong>What's Included:</strong></p>
<ul>
<li>
<strong>Protectant (177 ml)</strong>: A water-repellent impregnant to protect your UGG shoes from water and stains.</li>
<li>
<strong>Cleaning &amp; Conditioner (177 ml)</strong>: A natural-based cleaner and conditioner made from coconut and simmondsia oil, designed to gently clean and condition your UGG sheepskin.</li>
<li>
<strong>Shoe Renew (177 ml)</strong>: A deodorizing agent to eliminate unpleasant odors and leave your UGG shoes smelling fresh.</li>
<li>
<strong>Bamboo Brush</strong>: A soft-bristled brush for gentle cleaning and conditioning.</li>
<li>
<strong>Leather Renovator</strong>: A tool for restoring and rejuvenating your UGG sheepskin.</li>
</ul>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Natural and Biodegradable Formula</strong>: Our cleaner and conditioner are made from natural ingredients, ensuring a safe and gentle treatment for your UGG shoes.</li>
<li>
<strong>Easy to Use</strong>: Simply apply a small amount of the cleaner to a damp cloth, gently scrub the surface, and let your UGG shoes air dry naturally.</li>
<li>
<strong>Prevents Damage</strong>: Avoid using harsh chemicals or abrasive materials that can damage your UGG shoes. Our care kit is specifically designed to protect and preserve the integrity of your sheepskin.</li>
<li>
<strong>Recommended for Regular Use</strong>: For optimal results, we recommend using the UGG Care Kit regularly to maintain the quality and appearance of your UGG shoes.</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>
<strong>Extends the Life of Your UGG Shoes</strong>: By regularly using our care kit, you can extend the life of your UGG shoes and keep them looking their best.</li>
<li>
<strong>Maintains Softness and Suppleness</strong>: Our natural-based formula helps to maintain the softness and suppleness of your UGG sheepskin, ensuring a comfortable fit and feel.</li>
<li>
<strong>Easy to Use and Store</strong>: Our care kit is easy to use and store, making it a convenient addition to your shoe care routine.</li>
</ul>
<p><strong>Important:</strong></p>
<ul>
<li>
<strong>Use with Caution</strong>: Avoid using the cleaner directly on the skin, as it may cause irritation. Instead, apply a small amount to a damp cloth and gently scrub the surface.</li>
<li>
<strong>Allow to Air Dry</strong>: Let your UGG shoes air dry naturally, away from direct sunlight or radiators.</li>
</ul>
<p><strong>Order Your UGG Care Kit Today and Keep Your UGG Shoes Looking Their Best!</strong></p>",UGG,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Care Kits,"","Kit, Shoe Care, summer, UGG",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,59.99,69.99,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/ugg-care-kit-1017846.jpg?v=1735485794,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
burgol-dirt-cleaning-brush,Burgol Dirt Cleaning Brush,"<p>The Burgol dirt cleaning brush is a versatile cleaning tool designed for effortless dusting and polishing of surfaces. This product offers a convenient solution for maintaining a tidy and well-maintained environment.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Fast and easy cleaning with minimal effort required</li>
<li>Dusting and polishing capabilities for various surfaces
<p><strong>Benefits:</strong></p>
<ul>
<li>Saves time and effort in maintaining a clean space</li>
<li>Effective dusting and polishing of surfaces</li>
<li>Convenient delivery and in-store pickup options</li>
<li>Durable and long-lasting design for repeated use</li>
</ul>
</li>
</ul>",Burgol,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Brushes,"","Autumn, Brush, Burgol, Shoe Care",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,9.99,11.69,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/purvo-valymo-sepetys-700x467-1.jpg?v=1735490488,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
burgol-dirt-cleaning-brush,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/download_2dc41005-cc54-4ffc-b0ac-78de509a5396.jpg?v=1739032841,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crep-protect,Crep Protect,"<p>Keep your shoes looking their best with our revolutionary Crep Protect Spray. This game-changing shoe care product forms an invisible hydrophobic layer on your shoes, providing up to 4 weeks of long-lasting protection against liquids and stains.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Waterproofing Technology</strong>: Fast-drying and breathable, our spray creates a barrier that repels water and other liquids, ensuring your shoes stay dry and protected.</li>
<li>
<strong>Long-Lasting Protection</strong>: Lasting up to 4 weeks, our spray provides ongoing protection against stains and liquids, giving you peace of mind and confidence in your shoe's condition.</li>
<li>
<strong>Easy to Apply</strong>: Simply spray the product onto your shoes and let it dry for a quick and effortless application process.</li>
<li>
<strong>Secure and Safe</strong>: Our spray is designed with secure and safe payment options, including interest-free payments through Afterpay and Affirm.</li>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishes & Waxes > Shoe Waxes,"","Autumn, Protect, Repel, Shoe Care, Winter",true,Title,Default Title,,,,,,,,,0.0,shopify,25,continue,manual,16.99,18.39,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/impregnatorius-crep-protect-the-ultimate-rain-stain.webp?v=1735484047,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
crep-protect,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/INFO-GRAPHIC.jpg?v=1739043749,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crep-protect,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/2copy.jpg?v=1739043794,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coccine-nano-deo-silver,Coccine Nano Deo Silver,"<p>Experience the ultimate in shoe care with Coccine Nano Deo Silver, a revolutionary spray that protects and freshens your shoes for an extended period. This innovative product utilizes silver and silica nanoparticles to effectively eliminate unpleasant odors, leaving your shoes smelling fresh and clean.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Long-lasting odor protection</strong>: Coccine Nano Deo Silver creates a protective barrier that repels moisture and prevents the growth of microorganisms, which are often the source of unpleasant odors.</li>
<li>
<strong>Easy to use</strong>: Simply spray the product into the shoe's interior, ensuring even coverage.</li>
<li>
<strong>Suitable for various shoe types</strong>: This versatile product is designed for use on a wide range of shoes, including athletic, casual, and formal styles.</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>
<strong>Fresh and clean shoes</strong>: Coccine Nano Deo Silver leaves your shoes smelling great, ensuring you feel confident and prepared for any occasion.</li>
<li>
<strong>Extended shoe life</strong>: By preventing the growth of microorganisms and reducing moisture, this product helps extend the life of your shoes.</li>
<li>
<strong>Convenient and easy to use</strong>: The spray format makes it simple to apply the product, saving you time and effort.</li>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Dryers,"","Deodorant, Shoe Care, summer",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,10.59,12.29,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/coccine-avalynes-dezodorantas-nano-deo-silver-150-0557c_original.jpg?v=1739048102,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
