Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Beae product countdown end at (product.metafields.beae.countdown),Beae product countdown start at (product.metafields.beae.countdown_from),Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Additional animation software features (product.metafields.shopify.additional-animation-software-features),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Color (product.metafields.shopify.color-pattern),Fat content (product.metafields.shopify.fat-content),License type (product.metafields.shopify.license-type),Operating system (product.metafields.shopify.operating-system),Target gender (product.metafields.shopify.target-gender),User type (product.metafields.shopify.user-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Lithuania,Price / Lithuania,Compare At Price / Lithuania,Included / International,Price / International,Compare At Price / International,Status
coccine-cleaning-cube,Coccine Cleaning Cube,"<p>Elevate the appearance and longevity of your nubuck and suede shoes with the Coccine Cleaning Cube, a specialized shoe care product designed to restore and maintain the natural beauty of these delicate materials.</p>
<p>The Coccine Cleaning Cube is a gentle yet effective cleaning solution specifically formulated to remove dirt, grime, and stains from nubuck and suede shoes. Its unique formula helps to revitalize the color and texture of these surfaces, leaving them looking vibrant and refreshed.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Gentle and safe to use on nubuck and suede shoes</li>
<li>Effective at removing dirt, grime, and stains</li>
<li>Helps to restore and maintain the natural color and texture of these surfaces</li>
<li>Easy to use and apply</li>
<li>Suitable for use on a wide range of nubuck and suede shoes</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>Extends the life of your nubuck and suede shoes by protecting them from wear and tear</li>
<li>Helps to maintain the appearance of your shoes, keeping them looking like new for longer</li>
<li>Easy to use and maintain, making it a convenient addition to your shoe care routine</li>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Scrapers,"","Cheap, Coccine, Restore, Reviver, Shoe Care",true,Title,Default Title,,,,,,,,"",0.0,shopify,25,continue,manual,8.99,9.89,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/kostka-do-czyszczenia-zamszu-i-nubuku.png?v=1734647158,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
coccine-suede-nubuck-brush,Coccine Suede & Nubuck Brush,"<p>Elevate your shoe care routine with the Coccine Suede and Nubuck Brush, designed to meticulously clean and maintain your premium footwear. This versatile tool is perfect for suede and nubuck shoes, but also suitable for textile shoes and alcantara upholstery.</p>
<p><strong>Key Features</strong></p>
<ul>
<li>Dual-sided design with a soft-bristled brush and eraser for efficient dirt removal</li>
<li>Mixed nylon-copper bristles for gentle yet effective dust removal</li>
<li>Rubber pad for thorough cleaning of crevices and joints</li>
<li>Suitable for use before and after shampooing and conditioning suede and nubuck shoes</li>
</ul>
<p><strong>Benefits</strong></p>
<ul>
<li>Protects suede and nubuck from damage with gentle cleaning and maintenance</li>
<li>Extends the lifespan of your shoes with regular use</li>
<li>Easy to use and maintain, with a durable plastic construction</li>
<li>Perfect for at-home shoe care or on-the-go touch-ups</li>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Brushes,"","Autumn, Brush, Budget-Friendly, Shoe Care, summer",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,3.59,4.49,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/81486_szczotka-do-zamszu-coccine-plastikowa-621-6a.jpg?v=1734647097,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
coccine-suede-nubuck-brush,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/81486_szczotka-do-zamszu-coccine-plastikowa-621-6-druga-strona.jpg?v=1734647097,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coccine-self-shining-sponge,Coccine Self - Shining Sponge,"<p>Experience the ultimate in shoe care with Coccine Self-Shinning shining sponge, a game-changing product designed to leave your shoes looking like new. This innovative tool combines a shiny coating with a easy-to-use applicator, making it effortless to achieve a professional finish at home.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Easy to Use</strong>: Simply apply the shiny coating to your shoes for a high-gloss finish</li>
<li>
<strong>Long-Lasting Results</strong>: The coating resists wear and tear, keeping your shoes looking great for longer</li>
<li>
<strong>Versatile</strong>: Suitable for a wide range of shoe types and materials</li>
<li>
<strong>Convenient</strong>: No need for complicated cleaning or conditioning products</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>
<strong>Protects Your Shoes</strong>: Prevents damage from water, dirt, and other environmental factors</li>
<li>
<strong>Enhances Appearance</strong>: Leaves your shoes looking like new, with a high-gloss finish</li>
<li>
<strong>Easy Maintenance</strong>: Simply reapply the coating as needed to keep your shoes looking their best</li>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishes & Waxes > Shoe Polishes,"","Restore, Reviver, Shoe Care, Spring, summer",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,2.99,3.89,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/coccine-self-shinning-batu-kempinele-blizginimui-shining-sponge-maly.jpg?v=1734646926,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
coccine-self-shining-sponge,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/coccine-self-shinning-batu-kempinele-blizginimui-shining-sponge-maly_566161aa-2a05-49d4-87a3-5259e6f02bdd.jpg?v=1739044450,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coccine-self-shining-sponge,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/coccine-self-shinning-batu-kempinele-blizginimui-shining-sponge-maly_88e0dbfa-72c3-44d7-98c5-08684f4353b7.jpg?v=1739044450,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coccine-nano-ravvivant,Coccine Nano Ravvivant,"<p>Revitalize and protect your black shoes with our advanced Coccine Nano Shoe Care Solution. This innovative product utilizes nanotechnology to restore and maintain the original color and texture of your leather shoes.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Effective Color Restoration</strong>: Our solution effectively revives and unifies the color of your leather shoes, removing any fading or discoloration.</li>
<li>
<strong>Moisture Protection</strong>: The nanoparticles in our formula help to reduce water absorption, preventing damage and maintaining the overall health of your shoes.</li>
<li>
<strong>Long-Lasting Results</strong>: Our product is designed to extend the lifespan of your shoes, ensuring they remain in great condition for a longer period.</li>
</ul>
<p><strong>Easy to Use:</strong></p>
<ol>
<li>Remove any existing dirt or debris from your shoes.</li>
<li>Shake the bottle well and spray the solution evenly onto the surface of your shoes.</li>
<li>Allow the solution to fully dry before applying additional coats or using your shoes.</li>
</ol>
<p><strong>Benefits:</strong></p>
<ul>
<li>Protects and maintains the color and texture of your leather shoes</li>
<li>Reduces water absorption and prevents damage</li>
<li>Extends the lifespan of your shoes</li>
<li>Easy to use and apply</li>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishers,"","Autumn, Coccine, Restore, Shoe Care, Spring",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,3.69,5.89,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/721_5-optimized.webp?v=1734646077,1,"",false,,,,,,,,,,,,,,,,,,,,,3d-animation,,,,,one-time-purchase,windows,,individual; small-business; medium-sized-business-enterprise,,,,,,kg,,,true,,,true,,,active
coccine-nano-strong-protection,Coccine Nano Strong Protection,"<p>Keep your shoes looking their best with Coccine Nano Strong Protection, a powerful shoe care product designed to shield your footwear from water, dirt, and other environmental factors. This advanced formula creates a protective barrier on the surface of your shoes, preventing stains and damage from moisture and everyday wear.</p>
<ul>
<li>
<strong>Water-repellent and stain-resistant</strong>: Protects your shoes from water, dirt, and other substances that can damage the material.</li>
<li>
<strong>Easy to apply</strong>: Simply wipe or spray onto the surface of your shoes for a quick and effective application.</li>
<li>
<strong>Long-lasting protection</strong>: Provides long-lasting protection against water and stains, keeping your shoes looking their best for longer.</li>
<li>
<strong>Suitable for all types of shoes</strong>: Can be used on a variety of shoe materials, including leather, suede, and synthetic materials.</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>
<strong>Extends the lifespan of your shoes</strong>: By protecting your shoes from water and stains, you can extend their lifespan and get more wear out of them.</li>
<li>
<strong>Easy to maintain</strong>: Coccine Nano Strong Protection makes it easy to keep your shoes looking their best, with a simple and effective application process.</li>
<li>
<strong>Perfect for everyday use</strong>: Whether you're commuting to work or enjoying a weekend hike, Coccine Nano Strong Protection is the perfect solution for protecting your shoes from the elements.</li>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishers,"","Autumn, Coccine, Protect, Repel, Shoe Care, Spring",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,11.29,14.39,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/coccine-priemone-apsauganti-nuo-dregmes-nano-strong-d4c22_original.jpg?v=1734645900,1,"",false,,,,,,,,,,,,,,,,,,,,,3d-animation,,,,,one-time-purchase,windows,,individual; small-business; medium-sized-business-enterprise,,,,,,kg,,,true,,,true,,,active
coccine-nano-strong-protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/download_3c5399d4-f6f4-443f-bb05-9aac240adfda.jpg?v=1739125917,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coccine-inside-cleaner,Coccine Inside Cleaner,"<p>Keep your shoes looking fresh and clean all summer long with our Inside Cleaner, a powerful yet gentle shoe care product. Our formula effectively removes dirt, stains, and unpleasant odors from various shoe materials, including leather, suede, and synthetic fabrics.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Effective Cleaning</strong>: Our Inside Cleaner contains mild cleansing agents that thoroughly remove dirt, dust, and stains from your shoes.</li>
<li>
<strong>Odor Elimination</strong>: The product neutralizes unpleasant smells caused by sweat and dead skin cells, leaving your shoes smelling fresh and clean.</li>
<li>
<strong>Easy to Use</strong>: The compact bottle comes with a built-in brush for easy application, and excess product can be easily wiped away with a clean cloth or paper towel.</li>
<li>
<strong>Safe for Various Materials</strong>: Our Inside Cleaner is designed to be gentle on different shoe materials, preventing damage or discoloration.</li>
<li>
<strong>Long-Lasting Protection</strong>: Regular use of our product helps extend the lifespan of your shoes by protecting them from dirt and wear.</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>Keep your shoes looking their best all summer long</li>
<li>Effectively remove dirt, stains, and unpleasant odors</li>
<li>Easy to use and gentle on various shoe materials</li>
<li>Long-lasting protection against dirt and wear</li>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishers,"","Cleaner, Coccine, Shoe Care, Spring, summer",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,3.49,4.89,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/inside-cleaner-plyn-do-czyszczenia-sandalow-75-ml-c-premium.jpg?v=1734645793,1,"",false,,,,,,,,,,,,,,,,,,,,,3d-animation,,,,,one-time-purchase,windows,,individual; small-business; medium-sized-business-enterprise,,,,,,kg,,,true,,,true,,,active
coccine-nano-shampoo-foam,Coccine Nano Shampoo Foam,"<p>Say goodbye to stubborn stains and dirt with Coccine Nano, a powerful shoe care shampoo designed for all types of leather shoes, boots, and accessories. This gentle yet effective formula is perfect for maintaining the health and appearance of your footwear.</p>
<p><strong>Key Features:</strong></p>
<ul>
<ul>
<li>
<strong>Deep cleaning</strong>: Removes dirt, grime, and stubborn stains from leather surfaces</li>
<li>
<strong>Leather protection</strong>: Repels water and prevents cracking, ensuring your shoes stay healthy and durable</li>
<li>
<strong>Easy to use</strong>: Simply apply, work into a lather, and rinse for a quick and easy cleaning experience</li>
<li>
<strong>Suitable for</strong>: All types of leather shoes, boots, and accessories, including suede, nubuck, and patent leather</li>
</ul>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<ul>
<li>
<strong>Protects against stains</strong>: Coccine Nano's advanced formula prevents stains from setting in, making it easier to keep your shoes looking their best</li>
<li>
<strong>Leaves a fresh scent</strong>: Our shampoo leaves a pleasant, subtle aroma that won't overpower your senses</li>
</ul>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishers,"","Autumn, Cleaner, Coccine, Shoe Care, summer",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,3.89,4.89,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/avalynes-sampunas-zomsai-nubukui-lygiai-odai-ir-tekstilei-coccine-nano-150ml-1.jpg?v=1734645689,1,"",false,,,,,,,,,,,,,,,,,,,,,3d-animation,,,,,one-time-purchase,windows,,individual; small-business; medium-sized-business-enterprise,,,,,,kg,,,true,,,true,,,active
coccine-multi-cleaner,Coccine Multi Cleaner,"<p>Effectively remove dirt, dust, and grime from your shoes with the<span> </span><strong>Multi Cleaner Coccine 75ml</strong>. This powerful shoe care product is designed to leave your shoes looking like new.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Quickly and easily removes dirt, dust, and grime from shoes</li>
<li>Suitable for use on a variety of shoe materials</li>
<li>Gentle yet effective formula that won't damage or discolor shoes</li>
<li>Easy to use: simply apply, wipe clean, and let dry</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>Keep your shoes looking their best with regular use</li>
<li>Protect your investment by preventing dirt and grime from building up</li>
<li>Convenient and easy to use, making it perfect for busy lifestyles</li>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishers,"","Cleaner, Coccine, Saphir, Shoe Care, Spring, summer",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,4.29,6.29,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/purvo-demiu-ir-drusku-valiklis-coccine-75ml-1.jpg?v=1734645569,1,"",false,,,,,,,,,,,,,,,,,,,,,3d-animation,,,,,one-time-purchase,windows,,individual; small-business; medium-sized-business-enterprise,,,,,,kg,,,true,,,true,,,active
coccine-cleaning-wipes,Coccine Cleaning Wipes,"<p>Easily maintain the appearance of your shoes and other leather products with our convenient Cleaning Wipes Coccine. These gentle, pre-moistened wipes are designed to effectively remove dirt, dust, grease, and other residues from smooth surfaces, including wood and plastic.</p>
<p>Each package contains 15 wipes, perfect for keeping on hand during unexpected messes or for regular maintenance. The mild leather cleaner is safe to use on a variety of leather products, including shoes, car upholstery, furniture, and jackets.</p>
<p>Before using, please test the effect on an inconspicuous area, as light skin color may darken. With Cleaning Wipes Coccine, you can enjoy a convenient and effective way to keep your shoes and leather products looking their best.</p>
<p><strong>Key Features:</strong></p>
<ul>
<ul>
<li>Gentle, pre-moistened wipes for easy use</li>
<li>Effective at removing dirt, dust, grease, and other residues</li>
<li>Suitable for a variety of leather products, including shoes, car upholstery, furniture, and jackets</li>
<li>Convenient packaging with 15 wipes per package</li>
</ul>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishes & Waxes > Shoe Polishes,"","Autumn, Cleaner, Coccine, Shoe Care, Spring",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,2.59,3.59,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/eng_pm_Chusteczki-Czyszczace-Do-Skor-Clean-Wipe-15-szt-Coccine-39553_1.jpg?v=1734645475,1,"",false,,,,,,,,,,,,,,,,,,,,,3d-animation,,,,,one-time-purchase,windows,,individual; small-business; medium-sized-business-enterprise,,,,,,kg,,,true,,,true,,,active
coccine-leather-cleaner-super,Coccine Leather Cleaner Super,"<p>Are you tired of dealing with stubborn stains and dirt on your leather shoes? Look no further than Cleaner Super Coccine, the ultimate shoe care solution. This powerful and easy-to-use formula is specifically designed to clean and maintain the appearance of your leather shoes, leaving them looking like new.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Effective stain removal</strong>: Cleaner Super Coccine effortlessly removes dirt, grime, and stubborn stains from leather shoes, leaving them looking clean and refreshed.</li>
<li>
<strong>Gentle and non-abrasive</strong>: This formula is gentle on leather, making it safe to use on a variety of shoe types, including suede and nubuck.</li>
<li>
<strong>Easy to apply</strong>: Simply apply the solution to a cloth, work it into the shoe, and let it dry for a streak-free finish.</li>
<li>
<strong>Regular use maintains leather health</strong>: By using Cleaner Super Coccine regularly, you can help maintain the health and appearance of your leather shoes, extending their lifespan.</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>
<strong>Protects against water spots</strong>: Cleaner Super Coccine helps to repel water and prevent water spots from forming on your leather shoes.</li>
<li>
<strong>Leaves a fresh, clean scent</strong>: This formula leaves a fresh, clean scent that will leave your shoes smelling great.</li>
<li>
<strong>Convenient and easy to use</strong>: Cleaner Super Coccine is easy to apply and dries quickly, making it a convenient addition to your shoe care routine.</li>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishers,"","Autumn, Cleaner, Coccine, Restore, Shoe Care, Spring",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,6.59,8.59,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/valymo-putos-lygiai-odai-coccine-100-ml-2-1.jpg?v=1734645353,1,"",false,,,,,,,,,,,,,,,,,,,,,3d-animation,,,,,one-time-purchase,windows,,individual; small-business; medium-sized-business-enterprise,,,,,,kg,,,true,,,true,,,active
coccine-nubuck-cleaner-super,Coccine Nubuck Cleaner Super,"<p>Effortlessly revive and protect your leather shoes with our Nubuck Cleaner Super Coccine. This universal cleaning solution is specifically designed for nubuck and suede shoes, gently removing dirt and stains without damaging the material.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Effectively removes dirt, dust, and grime from nubuck and suede surfaces</li>
<li>Easy to use with a convenient spray bottle</li>
<li>Fast-acting formula that leaves no residue or streaks</li>
<li>Suitable for use on all types of leather and textiles</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>Protects your shoes from damage and wear</li>
<li>Restores their original appearance and texture</li>
<li>Easy to apply and use, with no complicated instructions</li>
<li>Perfect for maintaining your shoes between cleanings</li>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishers,"","Autumn, Cleaner, Coccine, Protect, Shoe Care, Spring",true,Title,Default Title,,,,,,,,,0.0,shopify,25,deny,manual,6.49,8.49,true,true,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/valymo-putos-zomsai-ir-nubukui-coccine-100ml-3-1_4a1b136c-0edf-47bc-ad08-2fc562018039.jpg?v=1734645116,1,"",false,,,,,,,,,,,,,,,,,,,,,3d-animation,,,,,one-time-purchase,windows,,individual; small-business; medium-sized-business-enterprise,,,,,,kg,,,true,,,true,,,active
coccine-multiblock,Coccine Multiblock,"<p>Are you tired of dealing with dull, dirty, and damaged shoes? Look no further than Coccine Multiblock Spray, a powerful and versatile shoe care solution designed to protect and revitalize your footwear. This unique spray is specifically formulated to safeguard against moisture, dirt, and stains on all types of materials, ensuring your shoes remain looking their best for longer.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Multi-purpose protection</strong>: Apsauginis purškalas nuo drėgmės, dulkių ir nešvarumų visoms medžiagoms (protects against moisture, dirt, and stains on all materials)</li>
<li>
<strong>Easy to use</strong>: Simply spray a thin, even layer onto the affected area and let it dry</li>
<li>
<strong>UV protection</strong>: Apsaugo spalvą nuo blukimo dėl UV spindulių poveikio (protects colors from fading due to UV exposure)</li>
<li>
<strong>Non-toxic and eco-friendly</strong>: Sudėtyje nėra PFOA ir PFOS junginių (contains no PFOA and PFOS chemicals)</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>
<strong>Extends the life of your shoes</strong>: By protecting against moisture and dirt, Coccine Multiblock Spray helps to prevent damage and wear, keeping your shoes looking their best for longer.</li>
<li>
<strong>Easy maintenance</strong>: Simply spray and dry - no need for complicated cleaning or conditioning routines.</li>
<li>
<strong>Versatile</strong>: Suitable for use on all types of shoes, including leather, suede, and synthetic materials.</li>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishers,"","Protect, Repel, Restore, Shoe Care, Spray, Spring",true,Title,Default Title,,,,,,,,"",0.0,shopify,25,deny,manual,5.39,7.39,true,true,"",https://cdn.shopify.com/s/files/1/0922/4883/4388/files/multiblock-250-ml-spray-c-premium.png?v=1733340325,1,"",false,,,,,,,,,,,,,,,,,,,,,3d-animation,,,,,one-time-purchase,windows,,individual; small-business; medium-sized-business-enterprise,,,,,,kg,,,true,,,true,,,active
coccine-multiblock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/coccine-apsauginis-purskalas-nuo-dregmes-dulkiu-ir-19bc0-kaina_small_3eb18a74-bd27-4701-b55b-d7230dbfbe27.jpg?v=1739199377,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coccine-nano-wax,Coccine Nano Wax,"<p>Say goodbye to dull and dry shoes with our revolutionary Coccine Nano 50ml shoe care product. Formulated with advanced nanotechnology, this cream deeply penetrates into the shoe material, providing long-lasting protection and a luxurious finish.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Protects against aging and discoloration</strong>: Our unique formula creates a protective barrier that shields your shoes from the harsh effects of time and environment.</li>
<li>
<strong>Easy to apply</strong>: Simply apply a thin layer with the built-in applicator, and let it dry for a radiant finish.</li>
<li>
<strong>Effective against dust, dirt, and water</strong>: Our nanotechnology-based formula ensures your shoes stay clean and protected from the elements.</li>
<li>
<strong>Enhances shine and appearance</strong>: Coccine Nano 50ml leaves your shoes looking like new, with a deep, rich shine that will make them stand out.</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>
<strong>Extends the life of your shoes</strong>: Regular use of Coccine Nano 50ml will help extend the lifespan of your shoes, keeping them looking great for longer.</li>
<li>
<strong>Easy to use</strong>: Our product is designed for quick and easy application, making it perfect for busy lifestyles.</li>
<li>
<strong>Suitable for all types of shoes</strong>: Whether you have leather, suede, or synthetic shoes, Coccine Nano 50ml is the perfect solution for all your shoe care needs.</li>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishes & Waxes > Shoe Waxes,"","Autumn, Coccine, Protect, Shoe Care, Spring",true,Title,Default Title,,,,,,,,"",0.0,shopify,25,deny,manual,2.59,3.79,true,true,"",https://cdn.shopify.com/s/files/1/0922/4883/4388/files/download_c589451d-20fc-430e-aa16-102375722568.jpg?v=1739199641,1,"",false,,,,,,,,,,,,,,,,,,,,,,,milk,,full-fat,,,,,,,,,,kg,,,true,,,true,,,active
coccine-nano-wax,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0922/4883/4388/files/download_c052bb6f-0ba0-4c12-a54a-e72fbc78c751.jpg?v=1739199663,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coccine-cream-elegance,Coccine Cream Elegance,"<p>Elevate your shoe game with Coccine Cream Elegance, a luxurious shoe care cream designed to provide long-lasting protection and a rich, elegant finish. This premium cream is specifically formulated to nourish and moisturize your shoes, leaving them looking like new for a longer period.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Unique cream formula provides a rich, elegant finish</li>
<li>Long-lasting protection against dust and stains</li>
<li>Moisturizes and nourishes shoe leather for a soft, supple feel</li>
<li>Easy to apply with the convenient applicator</li>
<li>Suitable for a variety of shoe types and materials</li>
</ul>
<p><strong>Benefits:</strong></p>
<ul>
<li>Extends the life of your shoes by protecting them from wear and tear</li>
<li>Leaves a beautiful, glossy finish that enhances the appearance of your shoes</li>
<li>Easy to use and apply, making it a convenient addition to your shoe care routine</li>
<li>Suitable for a range of shoe types, including leather, suede, and more</li>
</ul>",Coccine,Home & Garden > Household Supplies > Shoe Care & Tools > Shoe Polishes & Waxes > Shoe Polishes,"","Autumn, Coccine, Protect, Shoe Care, Spring",true,Title,Default Title,,,,,,,,"",1000.0,shopify,25,continue,manual,3.99,4.99,true,true,"",https://cdn.shopify.com/s/files/1/0922/4883/4388/files/batu-tepalas-su-kempinele-neutralios-spalvos-nr-01-coccine-50-ml-2-1.jpg?v=1732421610,1,"",false,,,,,,,,,,,,,,,,,,,,one-size,,adults,,,,,,,,,,,,,kg,,0.01,true,,,true,,,active
